delivery_id,delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delay_hours,delayed,delivery_status,delivery_rating,delivery_cost,cost_per_km,cost_per_kg
5150,fedex,pharmacy,truck,standard,central,rainy,194.3,6.93,9,24,-15,no,delivered,5,992.29,5.1069994853319605,143.1875901875902
5151,blue dart,furniture,bike,express,north,hot,97.0,8.0,3,3,0,no,delivered,4,559.0,5.762886597938144,69.875
5152,shadowfax,pharmacy,ev bike,same day,central,cold,25.0,11.42,3,8,-5,no,delivered,3,259.26,10.3704,22.702276707530647
5153,ekart,electronics,van,standard,east,clear,87.6,33.23,3,24,-21,no,delivered,3,537.69,6.138013698630138,16.180860668071023
5154,xpressbees,pharmacy,van,standard,east,hot,245.7,17.74,6,24,-18,no,delivered,4,1281.72,5.216605616605617,72.25028184892898
5155,amazon logistics,cosmetics,ev bike,express,south,cold,259.2,39.03,8,7,1,yes,delayed,3,1463.09,5.644637345679012,37.4862925954394
5156,amazon logistics,cosmetics,scooter,same day,south,foggy,21.8,9.03,4,8,-4,no,delivered,4,236.09,10.829816513761468,26.145071982281287
5157,ecom express,cosmetics,van,same day,east,stormy,61.7,34.73,6,8,-2,no,delivered,5,512.69,8.30940032414911,14.762165274978408
5158,blue dart,pharmacy,truck,standard,south,hot,18.9,49.02,2,24,-22,no,delivered,5,241.56,12.780952380952382,4.9277845777233775
5159,blue dart,cosmetics,truck,same day,central,stormy,150.4,47.88,8,8,0,yes,delayed,2,995.64,6.619946808510638,20.794486215538846
5160,ecom express,electronics,ev bike,standard,west,rainy,52.8,39.47,4,24,-20,no,delivered,4,382.41,7.242613636363637,9.688624271598684
5161,dhl,fragile items,bike,express,east,rainy,233.7,21.48,14,6,8,yes,failed,1,1282.94,5.489687633718443,59.72718808193669
5162,delhivery,groceries,ev van,same day,west,clear,246.8,2.8,7,8,-1,no,delivered,4,1342.4,5.439222042139384,479.4285714285715
5163,ekart,furniture,truck,standard,north,hot,149.8,33.11,5,24,-19,no,delivered,5,848.33,5.663084112149533,25.6215644820296
5164,amazon logistics,furniture,truck,same day,west,foggy,140.1,0.67,9,8,1,yes,failed,1,801.61,5.721698786581014,1196.4328358208954
5165,dhl,automobile parts,ev van,standard,north,cold,161.4,38.89,4,24,-20,no,delivered,4,923.67,5.722862453531598,23.750835690408845
5166,delhivery,documents,van,standard,north,foggy,72.7,15.26,6,24,-18,no,delivered,5,409.28,5.629711141678129,26.820445609436433
5167,xpressbees,groceries,bike,same day,west,stormy,208.1,43.6,9,8,1,yes,delayed,2,1271.3,6.109082172032677,29.158256880733944
5168,blue dart,cosmetics,bike,express,east,clear,203.2,15.27,6,6,0,yes,delayed,2,1111.81,5.471505905511811,72.81008513425016
5169,dhl,pharmacy,ev van,express,north,clear,43.7,30.16,2,2,0,no,delivered,5,358.98,8.214645308924485,11.902519893899205
5170,delhivery,documents,ev van,express,north,stormy,92.8,0.91,7,3,4,yes,delayed,2,516.73,5.568211206896552,567.8351648351648
5171,shadowfax,groceries,bike,same day,west,hot,143.7,44.21,4,8,-4,no,delivered,4,951.13,6.618858733472512,21.513910879891426
5172,fedex,fragile items,ev bike,standard,east,foggy,273.5,40.49,12,24,-12,no,delivered,5,1488.97,5.444131627056673,36.77377130155594
5173,amazon logistics,fragile items,truck,standard,south,stormy,49.7,28.36,5,24,-19,no,delivered,3,333.58,6.711871227364185,11.762341325811
5174,dhl,clothing,bike,two day,south,rainy,22.7,4.98,7,16,-9,no,delivered,4,128.44,5.658149779735683,25.791164658634536
5175,blue dart,groceries,ev bike,express,west,hot,40.8,34.11,3,2,1,yes,failed,1,356.33,8.73357843137255,10.446496628554677
5176,blue dart,cosmetics,van,same day,central,stormy,71.1,40.48,9,8,1,yes,failed,1,576.94,8.114486638537272,14.252470355731228
5177,blue dart,clothing,scooter,standard,central,cold,183.5,43.5,5,24,-19,no,delivered,4,1048.0,5.7111716621253406,24.091954022988507
5178,fedex,clothing,truck,standard,central,hot,10.2,31.56,0,24,-24,no,delivered,4,145.68,14.282352941176473,4.61596958174905
5179,delhivery,clothing,ev van,two day,south,cold,11.1,11.96,2,16,-14,no,delivered,5,95.6674,8.618684684684686,7.9989464882943135
5180,dhl,furniture,scooter,express,west,cold,266.9,48.05,6,7,-1,no,delivered,5,1528.65,5.727426002248034,31.813735691987517
5181,amazon logistics,furniture,truck,express,south,foggy,36.6,27.58,3,2,1,yes,delayed,2,315.74,8.626775956284153,11.448150833937637
5182,xpressbees,documents,ev bike,standard,north,cold,99.0,4.48,6,24,-18,no,delivered,4,508.44,5.135757575757576,113.49107142857142
5183,shadowfax,clothing,truck,express,north,foggy,108.8,47.92,5,4,1,yes,delayed,2,737.76,6.780882352941177,15.395659432387312
5184,ecom express,pharmacy,truck,standard,east,clear,238.6,46.1,9,24,-15,no,delivered,4,1331.3,5.579631181894384,28.878524945770064
5185,amazon logistics,fragile items,ev bike,two day,south,cold,273.7,12.57,7,16,-9,no,delivered,5,1406.21,5.137778589696748,111.8703261734288
5186,shadowfax,clothing,scooter,two day,north,clear,231.7,1.32,6,16,-10,no,delivered,4,1162.46,5.0170910660336645,880.6515151515151
5187,amazon logistics,pharmacy,bike,standard,west,clear,150.9,10.02,6,24,-18,no,delivered,4,784.56,5.199204771371769,78.2994011976048
5188,blue dart,fragile items,ev van,standard,north,stormy,162.9,27.75,11,24,-13,no,delivered,5,897.75,5.511049723756906,32.351351351351354
5189,amazon logistics,pharmacy,scooter,same day,central,hot,132.1,1.28,5,8,-3,no,delivered,5,764.34,5.786071158213475,597.140625
5190,ekart,pharmacy,ev van,two day,east,foggy,294.1,48.68,9,16,-7,no,delivered,4,1616.54,5.496565793947636,33.20747740345111
5191,xpressbees,clothing,scooter,express,south,stormy,288.3,8.5,15,7,8,yes,delayed,3,1517.0,5.261879986125564,178.47058823529412
5192,ecom express,automobile parts,scooter,two day,south,cold,228.5,47.07,6,16,-10,no,delivered,5,1283.71,5.617986870897155,27.272360314425324
5193,fedex,automobile parts,bike,standard,west,stormy,264.4,37.82,14,24,-10,no,delivered,4,1435.46,5.429122541603632,37.95505023796933
5194,delhivery,cosmetics,van,same day,central,hot,166.9,49.18,6,8,-2,no,delivered,5,1082.04,6.483163571000599,22.001626677511183
5195,dhl,automobile parts,ev van,two day,south,stormy,169.3,3.57,11,16,-5,no,delivered,4,857.21,5.063260484347312,240.11484593837537
5196,dhl,pharmacy,ev van,express,central,stormy,223.7,4.82,8,6,2,yes,delayed,3,1182.96,5.288153777380421,245.42738589211618
5197,ecom express,pharmacy,scooter,same day,central,stormy,105.9,47.36,7,8,-1,no,delivered,4,771.58,7.2859301227573185,16.291807432432435
5198,ecom express,fragile items,van,express,central,cold,198.8,1.63,9,5,4,yes,delayed,2,1048.89,5.276106639839035,643.4907975460123
5199,shadowfax,electronics,ev bike,two day,west,foggy,127.4,10.66,6,16,-10,no,delivered,4,668.98,5.251020408163265,62.75609756097561
5200,ecom express,clothing,ev van,two day,north,foggy,276.6,10.56,8,16,-8,no,delivered,5,1414.68,5.1145336225596525,133.9659090909091
5201,dhl,clothing,truck,two day,south,hot,107.4,26.38,4,16,-12,no,delivered,4,616.14,5.736871508379888,23.356330553449585
5202,dhl,pharmacy,scooter,two day,east,stormy,191.2,42.08,10,16,-6,no,delivered,3,1082.24,5.660251046025105,25.718631178707227
5203,amazon logistics,documents,van,standard,west,clear,6.9,35.53,2,24,-22,no,delivered,4,141.09,20.44782608695652,3.971010413734872
5204,xpressbees,groceries,ev bike,same day,north,hot,175.0,13.96,4,8,-4,no,delivered,4,1016.88,5.810742857142857,72.84240687679083
5205,fedex,furniture,bike,same day,east,clear,232.9,25.53,7,8,-1,no,delivered,4,1341.09,5.7582224130528115,52.52996474735605
5206,fedex,cosmetics,truck,standard,west,stormy,250.1,39.62,12,24,-12,no,delivered,3,1369.36,5.475249900039984,34.56234225138819
5207,xpressbees,furniture,ev bike,two day,north,rainy,263.4,6.44,7,16,-9,no,delivered,5,1336.32,5.073348519362187,207.5031055900621
5208,xpressbees,electronics,van,standard,east,rainy,152.0,10.19,6,24,-18,no,delivered,4,790.57,5.201118421052632,77.58292443572131
5209,fedex,cosmetics,truck,express,east,stormy,176.4,14.41,8,5,3,yes,delayed,2,975.23,5.528514739229025,67.67730742539904
5210,delhivery,groceries,ev bike,standard,east,clear,96.1,26.05,3,24,-21,no,delivered,5,558.65,5.81321540062435,21.445297504798464
5211,delhivery,clothing,truck,two day,west,foggy,286.1,48.78,10,16,-6,no,delivered,5,1576.84,5.511499475707794,32.32554325543255
5212,blue dart,pharmacy,bike,standard,north,clear,190.1,48.75,9,24,-15,no,delivered,3,1096.75,5.769331930562862,22.497435897435896
5213,fedex,documents,truck,same day,west,clear,77.6,41.82,2,8,-6,no,delivered,3,613.46,7.905412371134021,14.66905786704926
5214,shadowfax,furniture,scooter,same day,north,foggy,267.7,11.46,7,8,-1,no,delivered,5,1472.88,5.501979828165858,128.5235602094241
5215,amazon logistics,automobile parts,ev bike,standard,west,stormy,191.5,49.52,10,24,-14,no,delivered,4,1106.69,5.779060052219322,22.34834410339257
5216,ekart,documents,scooter,two day,south,hot,205.7,35.77,7,16,-9,no,delivered,5,1135.81,5.521682061254253,31.753145093653895
5217,amazon logistics,fragile items,ev van,standard,east,cold,38.8,49.52,3,24,-21,no,delivered,5,342.77,8.834278350515465,6.921849757673667
5218,shadowfax,furniture,bike,same day,south,rainy,7.2,48.61,4,8,-4,no,delivered,5,281.83,39.143055555555556,5.797778234931084
5219,delhivery,automobile parts,ev van,standard,central,foggy,176.7,17.67,8,24,-16,no,delivered,3,936.51,5.300000000000001,52.99999999999999
5220,dhl,fragile items,bike,same day,north,cold,51.3,1.77,1,8,-7,no,delivered,5,361.81,7.052826510721248,204.41242937853107
5221,ekart,fragile items,ev bike,standard,east,rainy,206.8,31.49,9,24,-15,no,delivered,5,1128.47,5.456818181818182,35.83582089552239
5222,amazon logistics,clothing,van,same day,central,stormy,181.6,47.21,6,8,-2,no,delivered,4,1149.63,6.330561674008812,24.35140859987291
5223,ecom express,fragile items,scooter,same day,south,hot,98.5,2.22,4,8,-4,no,delivered,4,599.16,6.082842639593908,269.8918918918919
5224,amazon logistics,groceries,scooter,same day,north,foggy,131.4,28.41,8,8,0,yes,delayed,3,842.23,6.4096651445966515,29.64554734248504
5225,fedex,automobile parts,bike,two day,south,cold,249.0,8.38,10,16,-6,no,delivered,4,1270.14,5.100963855421687,151.56801909307876
5226,fedex,automobile parts,bike,express,south,rainy,204.3,20.23,10,6,4,yes,delayed,3,1132.19,5.541801272638277,55.96589223924864
5227,ekart,pharmacy,van,two day,north,clear,93.7,35.03,2,16,-14,no,delivered,5,573.59,6.121558164354322,16.374250642306595
5228,xpressbees,automobile parts,bike,two day,central,clear,151.0,3.6,5,16,-11,no,delivered,3,765.8,5.071523178807947,212.7222222222222
5229,delhivery,furniture,ev van,express,central,stormy,136.8,48.47,9,4,5,yes,delayed,3,879.41,6.4284356725146194,18.143387662471632
5230,ekart,electronics,ev bike,express,central,stormy,15.4,5.88,7,2,5,yes,delayed,3,144.64,9.392207792207792,24.598639455782312
5231,blue dart,fragile items,van,same day,east,stormy,108.2,18.86,7,8,-1,no,delivered,5,697.58,6.447134935304991,36.98727465535525
5232,fedex,furniture,bike,two day,south,foggy,37.5,21.8,4,16,-12,no,delivered,5,252.9,6.744,11.600917431192661
5233,ekart,electronics,ev van,standard,central,foggy,52.0,9.69,3,24,-21,no,delivered,5,289.07,5.559038461538462,29.831785345717236
5234,blue dart,electronics,ev bike,standard,central,cold,101.8,8.9,5,24,-19,no,delivered,4,535.7,5.2622789783889985,60.19101123595506
5235,dhl,cosmetics,scooter,standard,west,foggy,297.1,5.67,11,24,-13,no,delivered,5,1510.51,5.084180410636149,266.40388007054673
5236,amazon logistics,automobile parts,bike,same day,north,hot,178.9,36.79,3,8,-5,no,delivered,5,1104.87,6.175908328675237,30.03180212014134
5237,shadowfax,cosmetics,truck,express,central,cold,93.6,5.72,3,3,0,no,delivered,3,535.16,5.717521367521368,93.55944055944056
5238,amazon logistics,groceries,bike,same day,west,clear,50.1,36.68,2,8,-6,no,delivered,5,460.54,9.192415169660679,12.555616139585606
5239,ecom express,documents,truck,express,west,rainy,115.1,16.98,7,4,3,yes,delayed,2,676.44,5.876976542137273,39.83745583038869
5240,ecom express,groceries,van,express,central,stormy,83.3,47.25,9,3,6,yes,delayed,3,608.25,7.3019207683073235,12.873015873015873
5241,dhl,documents,ev van,two day,south,hot,262.1,33.96,8,16,-8,no,delivered,5,1412.38,5.388706600534147,41.58951707891637
5242,amazon logistics,documents,van,express,east,cold,158.4,15.96,6,5,1,yes,delayed,3,889.88,5.6179292929292926,55.75689223057644
5243,ecom express,clothing,van,express,south,hot,280.5,31.85,10,7,3,yes,failed,2,1548.05,5.518894830659536,48.6043956043956
5244,ecom express,pharmacy,truck,standard,north,cold,98.3,6.63,5,24,-19,no,delivered,5,511.39,5.202339776195321,77.13273001508296
5245,dhl,clothing,ev van,express,east,cold,39.5,12.27,3,2,1,yes,delayed,3,284.31,7.197721518987342,23.17114914425428
5246,ekart,clothing,ev bike,two day,east,cold,256.0,10.17,6,16,-10,no,delivered,5,1310.51,5.1191796875,128.86037364798426
5247,shadowfax,documents,ev bike,standard,south,stormy,192.2,31.94,8,24,-16,no,delivered,4,1056.82,5.498543184183142,33.08766437069505
5248,ecom express,fragile items,scooter,express,west,hot,207.7,3.45,5,6,-1,no,delivered,3,1098.85,5.290563312469908,318.50724637681157
5249,ecom express,pharmacy,van,express,south,cold,47.3,25.32,1,2,-1,no,delivered,4,362.46,7.663002114164905,14.31516587677725
5250,shadowfax,furniture,scooter,express,central,rainy,94.8,30.34,6,3,3,yes,delayed,2,615.02,6.4875527426160335,20.270929466051417
5251,blue dart,pharmacy,van,two day,west,stormy,18.4,40.81,4,16,-12,no,delivered,3,214.43,11.653804347826089,5.254349424160745
5252,dhl,pharmacy,ev bike,two day,south,stormy,82.6,4.26,5,16,-11,no,delivered,5,425.78,5.154721549636804,99.94835680751173
5253,xpressbees,furniture,bike,express,west,foggy,202.2,48.3,6,6,0,yes,delayed,2,1205.9,5.963897131552919,24.966873706004144
5254,shadowfax,fragile items,bike,same day,south,hot,242.5,30.12,8,8,0,yes,delayed,3,1402.86,5.784989690721649,46.57569721115537
5255,dhl,cosmetics,truck,two day,east,hot,280.8,12.39,10,16,-6,no,delivered,5,1441.17,5.132371794871795,116.31719128329298
5256,dhl,clothing,ev bike,two day,west,cold,104.5,4.35,6,16,-10,no,delivered,3,535.55,5.124880382775119,123.11494252873563
5257,delhivery,fragile items,ev van,same day,south,rainy,78.7,32.21,7,8,-1,no,delivered,3,590.13,7.498475222363405,18.321328779882023
5258,ekart,clothing,truck,standard,south,cold,255.4,32.61,7,24,-17,no,delivered,4,1374.83,5.383046202036022,42.15976694265562
5259,xpressbees,electronics,truck,express,north,cold,108.5,6.64,2,4,-2,no,delivered,3,612.42,5.64442396313364,92.23192771084337
5260,ekart,groceries,scooter,express,south,stormy,123.7,15.73,9,4,5,yes,failed,1,715.69,5.785691188358933,45.498410680228865
5261,ecom express,groceries,van,same day,west,foggy,66.0,5.11,3,8,-5,no,delivered,4,445.33,6.747424242424242,87.14872798434442
5262,delhivery,fragile items,scooter,standard,north,rainy,16.8,43.41,5,24,-19,no,delivered,4,214.23,12.751785714285713,4.93503800967519
5263,shadowfax,cosmetics,bike,standard,central,hot,58.6,12.25,3,24,-21,no,delivered,4,329.75,5.627133105802048,26.918367346938776
5264,fedex,electronics,van,two day,south,stormy,56.1,22.86,7,16,-9,no,delivered,5,349.08,6.222459893048128,15.27034120734908
5265,amazon logistics,furniture,scooter,standard,south,stormy,222.9,32.17,9,24,-15,no,delivered,4,1211.01,5.432974427994616,37.64407833385141
5266,amazon logistics,fragile items,truck,two day,east,cold,192.2,9.82,4,16,-12,no,delivered,3,990.46,5.15327783558793,100.86150712830957
5267,fedex,cosmetics,ev bike,two day,west,hot,20.6,34.63,1,16,-15,no,delivered,3,206.89,10.043203883495144,5.97429974010973
5268,shadowfax,furniture,ev van,two day,west,stormy,6.0,26.42,4,16,-12,no,delivered,5,109.26,18.21,4.135503406510219
5269,xpressbees,pharmacy,ev van,express,west,clear,142.4,34.43,5,4,1,yes,failed,1,865.29,6.076474719101123,25.131861748475167
5270,fedex,pharmacy,scooter,same day,north,clear,170.6,36.86,4,8,-4,no,delivered,4,1063.58,6.234349355216882,28.85458491589799
5271,blue dart,documents,ev van,same day,central,hot,201.7,12.13,7,8,-1,no,delivered,5,1144.89,5.676202280614775,94.38499587798846
5272,dhl,pharmacy,ev van,standard,east,foggy,91.5,0.67,5,24,-19,no,delivered,5,459.39,5.020655737704918,685.6567164179104
5273,ekart,cosmetics,truck,express,central,clear,169.0,8.47,4,5,-1,no,delivered,5,920.41,5.446213017751479,108.66706021251474
5274,fedex,electronics,scooter,express,west,hot,182.0,28.78,5,5,0,no,delivered,5,1046.34,5.749120879120879,36.35649756775538
5275,shadowfax,cosmetics,ev bike,express,north,hot,10.2,27.05,3,2,1,yes,delayed,3,182.15,17.857843137254903,6.733826247689464
5276,blue dart,documents,bike,same day,east,cold,297.1,41.58,5,8,-3,no,delivered,5,1632.7206,5.495525412319084,39.2669696969697
5277,ekart,electronics,van,express,central,rainy,283.6,7.0,14,7,7,yes,delayed,2,1489.0,5.2503526093088855,212.71428571428572
5278,amazon logistics,cosmetics,truck,standard,west,foggy,113.4,3.98,3,24,-21,no,delivered,3,578.94,5.105291005291005,145.46231155778895
5279,dhl,groceries,ev van,standard,west,stormy,178.5,30.39,10,24,-14,no,delivered,4,983.67,5.510756302521008,32.368213228035536
5280,blue dart,groceries,ev van,same day,central,hot,114.5,30.94,4,8,-4,no,delivered,5,765.32,6.684017467248909,24.73561732385262
5281,xpressbees,pharmacy,ev bike,same day,east,rainy,251.8,39.59,12,8,4,yes,delayed,2,1477.77,5.868824463860206,37.32685021470068
5282,xpressbees,pharmacy,van,two day,south,rainy,28.1,15.46,4,16,-12,no,delivered,5,186.88,6.650533807829181,12.08796895213454
5283,amazon logistics,pharmacy,bike,standard,north,stormy,53.2,1.35,7,24,-17,no,delivered,3,270.05,5.076127819548872,200.03703703703704
5284,xpressbees,automobile parts,ev bike,express,central,foggy,218.3,45.54,9,6,3,yes,delayed,2,1278.12,5.8548786074209795,28.065876152832672
5285,ecom express,pharmacy,ev van,express,west,cold,74.3,17.38,3,3,0,no,delivered,3,473.64,6.374697173620458,27.252013808975835
5286,shadowfax,electronics,van,same day,central,rainy,296.0,26.15,11,8,3,yes,delayed,3,1632.7206,5.515947972972973,62.43673422562142
5287,ekart,documents,truck,express,west,clear,250.8,8.92,6,7,-1,no,delivered,4,1330.76,5.306060606060606,149.18834080717488
5288,amazon logistics,furniture,ev van,express,south,hot,249.0,10.78,7,6,1,yes,delayed,2,1327.34,5.330682730923694,123.12987012987013
5289,ekart,furniture,bike,two day,north,hot,51.2,49.52,3,16,-13,no,delivered,5,405.28,7.9156249999999995,8.18416801292407
5290,ekart,groceries,ev bike,standard,central,cold,60.7,6.61,4,24,-20,no,delivered,4,323.33,5.326688632619439,48.91527987897125
5291,amazon logistics,clothing,truck,two day,central,rainy,243.6,41.48,10,16,-6,no,delivered,5,1342.44,5.510837438423645,32.3635486981678
5292,amazon logistics,electronics,ev bike,express,east,hot,127.6,34.82,6,4,2,yes,delayed,2,792.46,6.210501567398119,22.758759333716256
5293,dhl,clothing,scooter,standard,south,cold,223.8,39.14,6,24,-18,no,delivered,5,1236.42,5.5246648793565685,31.589678078691875
